age,household_income,gender,store_location,typical_queue_wait_time,distance_to_store,percent_self_service_checkout_uses,children,fruit_and_veg_items,meat_items,cupboard_items,frozen_items,toiletries_items,other_items,has_loyalty_card,brand_loyalty,typical_visit_time,typical_shopping_mission,brings_own_bag,average_time_in_store,typical_payment_method,satisfaction,Customer_Comment
34,39184,Prefer not to say,Wymondham,6.6,3.8,0.66,1,3,2,2,5,0,1,Yes,Low,Morning,Top-up,Yes,56.4,Card,High,"A good experience overall this afternoon doing some bits for dinner. offers were clearly labelled. It felt safe and well organised. Overall, a solid experience."
29,39659,Male,Norwich,16.5,1.8,0.5,2,7,8,4,6,0,6,No,High,Morning,Weekly shop,Yes,73.6,Card,Medium,Neither great nor terrible at the weekend doing a quick top-up shop. staff opened another till quickly.
26,35676,Male,Fakenham,13.8,4,0.35,1,15,4,4,4,4,4,No,High,Morning,Weekly shop,No,83.3,Card,Very Low,
20,15529,Female,Wymondham,12.5,1.1,0.73,0,5,1,4,1,0,6,Yes,Medium,Morning,Top-up,Yes,66.4,Apple Pay,Very High,"Excellent experience at the weekend doing a quick top-up shop. access was straightforward. The loyalty discounts worked smoothly, and it felt safe and well organised. Keep it up — brilliant service."
54,75125,Female,Dereham,8.6,,0.4,0,6,1,4,0,0,3,Yes,Low,Evening,Top-up,No,43.2,Apple Pay,Very High,Excellent experience on my way home doing a quick top-up shop. quiteI was served quickly and plenty of parking available. A colleague helped me find what i needed. Absolutely spot on.
20,47651,Male,Dereham,7.1,1.4,0.85,0,1,4,26,7,6,5,Yes,Low,Evening,Bulk shop,No,97.1,,Very High,
62,69419,Female,Dereham,13.3,0.7,0.04,0,6,1,3,1,0,3,Yes,Medium,Evening,Top-up,No,61.5,Card,Medium,"It was fine, nothing special today doing just a couple of items. offers were clearly labelled. Only a couple of tills were open. No major complaints, but nothing stood out either."
43,38241,Female,Fakenham,7.3,0.7,0.51,1,8,2,3,2,0,2,Yes,Medium,Afternoon,Top-up,No,71.5,Card,Very High,Really great shop from start to finish today doing some bits for dinner. staff were friendly and popular items were available. The loyalty discounts worked smoothly.
50,31711,Female,Norwich,13.5,6.8,0.02,1,13,17,11,8,2,0,No,Medium,Morning,Bulk shop,No,60,Card,Low,Not the best visit today doing a bigger shop than usual. it was difficult to find a space. Too many substitutions. Not sure I’ll rush back.
64,36988,Female,Thtford,14.2,6.2,0,0,18,9,2,1,4,1,No,High,Morning,Weekly shop,Yes,51.2,Cash,Low,
42,62533,Female,Norwich,12.8,1.5,0.32,1,3,1,4,1,1,6,No,Medium,Evening,Top-up,Yes,66.9,Card,Medium,
50,40071,Female,Dereham,6.3,1.5,0.44,0,3,9,29,6,4,5,Yes,Medium,Morning,Bulk shop,Yes,47.9,Card,Very High,
25,23504,Female,Wymondham,11.4,2.8,0.43,0,3,5,3,10,0,5,No,Medium,Evening,Weekly shop,No,67.8,Card,Medium,Neither great nor terrible on my way home doing just a couple of items. the till staff were efficient.
20,37680,Male,Fakenham,7.8,1,0.85,0,2,2,2,1,1,3,Yes,High,Evening,Top-up,No,75.3,Card,Very High,
66,70296,Other,Norwich,9.4,3.5,0.09,1,5,1,1,3,0,3,No,Low,Morning,Top-up,No,51.1,Cash,Medium,"Neither great nor terrible on my way home doing a bigger shop than usual. somewhatmy order wasn’t ready when I arrived, and the offers were worthwhile. Fine for a quick shop."
75,78159,Male,Fakenham,11,1.1,0.09,0,10,1,6,2,3,3,No,Low,Afternoon,Weekly shop,No,103.3,Card,Medium,
26,11438,Male,Norwich,8.6,1.4,0.65,0,4,2,1,0,0,4,No,Low,Morning,Top-up,Yes,61.6,Apple Pay,High,"I was happy with my visit on my way home doing a few essentials. reallythe shop felt well looked after and But, I couldn’t find anyone on the shop floor. The store felt well staffed."
62,48137,Non-binary,Fakenham,10.3,1.9,0.1,1,13,0,7,4,5,2,No,Medium,Morning,Weekly shop,Yes,79.8,Card,Medium,
26,94038,Female,Norwich,14,0.8,0.48,0,8,4,6,5,4,1,Yes,High,Morning,Weekly shop,Yes,50.2,Card,Low,Not the best visit on my way home doing a bigger shop than usual. it was hard to get help. I couldn’t find the discounts advertised.
67,74062,Male,Dereham,13.3,4.5,0.02,0,16,1,1,2,1,1,Yes,High,Evening,Top-up,No,66.8,Card,Low,"A bit disappointing overall after work doing a few essentials. it was difficult to find a space, and the gates kept beeping for no reason. Not sure I’ll rush back."
47,28783,Male,Fakenham,7.1,1,0.47,2,8,3,3,2,0,2,Yes,Low,Afternoon,Top-up,No,46.5,Unknown,Very High,Really great shop from start to finish this morning doing a quick top-up shop. pleasantlythe promotions were easy to understand. Parking was easy.
50,48041,Female,Norwich,23.5,4.4,0.09,1,5,8,8,4,3,3,No,Medium,Morning,Weekly shop,No,85.8,Apple Pay,Very Low,
20,18975,Male,Fakenham,7.7,0.9,0.82,0,5,1,2,1,0,4,Yes,Medium,Evening,Top-up,No,61.4,Card,Very High,Top-notch service today at the weekend doing a quick top-up shop. quiteit felt clean and organised. The offers were worthwhile. I’d definitely recommend it.
60,43383,Female,Thhetford,10.5,1,0.07,0,2,2,18,3,15,8,Yes,Low,Morning,Bulk shop,No,53.9,,Very High,
70,31176,Female,ereham,12.9,2.7,0.28,0,7,4,1,2,4,4,No,Medium,Evening,Weekly shop,No,53.9,Cash,Very Low,"Very disappointing experience this morning doing just a couple of items. On the plus side, produce looked fresh. Prices felt high and it was hard to find things. I asked for help and felt brushed off. It needs serious improvement."
75,26294,Female,Wymondham,11.2,,0.04,0,9,7,6,3,2,5,No,High,Evening,Weekly shop,Yes,74.2,Card,Low,
22,14575,Male,Thetford,,,0.05,0,11,2,8,3,0,1,No,High,Morning,Weekly shop,Yes,78.3,Card,Low,Left feeling underwhelmed today doing some bits for dinner. genuinelythe machine rejected my card once and getting out took longer than it should have. Hope it’s better next time.
39,55137,Male,Norwich,15.4,2.3,0.26,3,8,19,4,4,5,5,No,High,Afternoon,Weekly shop,No,57.4,Google Pay,Very Low,"Not acceptable today at the weekend doing a full weekly shop. genuinelyeveryone looked stretched. I couldn’t find the discounts advertised, and the fresh area looked untidy. I’ll be shopping elsewhere next time."
43,39991,Male,Norwich,13.6,2.7,0.16,2,12,5,1,3,0,3,No,Medium,Evening,Top-up,Yes,62.7,Card,Very Low,"Honestly, this was a frustrating shop today doing a quick top-up shop. prettystaff seemed uninterested, and the queue barely moved. Too many items were out of stock. I don’t plan to return soon."
52,61750,Male,Dereham,7.1,,0.16,0,12,1,16,2,0,5,Yes,Medium,Afternoon,Weekly shop,Yes,102.2,Apple Pay,High,Pretty pleased with how it went at the weekend doing just a couple of items. reallythe offers were worthwhile. I found good deals without hunting.
20,19564,Male,Wymondham,13.1,2.3,0.41,0,4,3,1,2,1,4,No,High,Evening,Top-up,No,65.5,Card,Very Low,Not acceptable today this afternoon doing a bigger shop than usual. genuinelyeveryone looked stretched. It needs serious improvement.
50,35678,Female,Dereham,13.6,1.4,0.25,3,11,2,11,3,4,9,Yes,Low,Morning,Weekly shop,No,88,Apple Pay,High,
225,13425,Female,Thetford,6.6,,0.66,0,5,0,1,0,,3,Yes,Low,Evening,Top-up,Yes,71.8,Cash,Very High,Really great shop from start to finish on my way home doing a quick top-up shop. plenty of parking available and customer service was excellent.
39,72534,Female,Norwich,11.1,1,0.48,3,10,2,16,9,3,1,No,Low,Afternoon,Weekly shop,No,61.7,Card,Very High,Top-notch service today this morning doing just a couple of items. quitemy order was ready on time. Staff were friendly and the store was clean.
59,86525,Male,Dereham,11.6,1.4,0.02,0,9,1,0,0,0,3,No,Medium,Morning,Top-up,No,59.6,Card,Low,
37,23151,Female,Fakenham,16,1.7,0.45,0,8,3,6,1,4,5,No,Medium,Evening,Weekly shop,No,59.2,Apple Pay,Medium,"An average visit overall this morning doing some bits for dinner. somewhatstaff were polite and approachable. No major complaints, but nothing stood out either."
73,21391,Female,Norwich,13.4,0.7,0.03,0,8,2,1,1,0,2,Yes,High,Evening,Top-up,Yes,79.1,Card,Medium,
43,44534,Female,Norzwich,17.9,2.2,0.26,1,4,2,2,1,0,6,No,Medium,Evening,Top-up,Yes,60.1,Apple Pay,Medium,
54,23572,Female,Fakenham,11.3,1.6,0.32,0,4,1,1,1,0,5,Yes,Medium,Evening,Top-up,No,49.6,Card,Very High,"Excellent experience this morning doing just a couple of items. reallygetting in and out was hassle-free, and it felt safe and well organised. Offers were clearly labelled. I’d definitely recommend it."
32,20651,Male,Wymondham,15.6,1.5,0.66,1,2,2,4,3,1,2,Yes,Low,Afternoon,Top-up,Yes,66.9,,Very High,
23,26267,Female,Thetford,12.2,,0.76,0,3,1,2,1,1,1,Yes,Medium,Evening,Top-up,No,68.7,Card,Medium,"A fairly standard shopping trip on my way home doing a few essentials. parking was a hassle, and good value for money."
41,,Female,Fakenham,7.7,1.8,0.82,2,5,1,15,9,1,6,Yes,Low,Morning,Weekly shop,Yes,70.5,Cash,High,"Pretty pleased with how it went at the weekend doing some bits for dinner. veryit felt clean and organised. Everything was where i expected it to be. Overall, a solid experience."
31,28883,Male,Wymondham,4.5,1.9,0.53,2,3,1,4,3,1,4,No,Low,Afternoon,Top-up,No,41.4,Cash,Very High,Really great shop from start to finish at the weekend doing just a couple of items. parking was easy. Help was available when i needed it and everything i needed was in stock.
71,107790,Male,Wymondham,17.9,2.9,0.15,0,8,3,1,2,0,2,No,Medium,Afternoon,Top-up,No,70,Card,Very Low,
32,99660,Female,Thetford,16.7,2.4,0.2,2,11,5,3,4,0,4,No,Low,Evening,Top-up,Yes,51.5,Apple Pay,Very Low,
54,38339,Non-binary,Dereham,18.6,4.2,0.04,2,7,6,6,9,3,2,No,Medium,Afternoon,Weekly shop,Yes,76.6,Card,Low,I wasn’t very impressed this time on my way home doing a few essentials. quitepopular items were missing. Hope it’s better next time.
20,19432,Female,Dereham,8.7,,0.73,0,7,3,6,6,0,2,Yes,Low,Evening,Weekly shop,No,50.6,Apple Pay,Very High,
48,14084,Male,Fakenham,12.4,1.6,0.1,0,9,5,4,4,2,3,Yes,Medium,Afternoon,Weekly shop,No,75,Card,Medium,"It was fine, nothing special today doing a quick top-up shop. at timesprices felt high. Loyalty pricing was confusing. Room to improve in places."
50,52731,Male,Wymondham,6.9,1.1,0.32,3,5,5,24,12,9,6,Yes,Low,Afternoon,Bulk shop,No,81.6,Apple Pay,Very High,Superb visit — very happy this morning doing a few essentials. the entrance and exits felt well managed.
32,43146,Male,Dereham,10.7,1,0.44,3,2,12,22,15,6,0,Yes,Low,Afternoon,Bulk shop,No,68.1,,High,"I was happy with my visit at the weekend doing a full weekly shop. the fruit and veg selection looked great and signage made things easy to find. Collection was quick and well organised, but, offers weren’t clearly marked, and the till staff were efficient. Overall, a solid experience."
51,16754,Female,Norwich,8.9,1.6,0.55,1,3,1,2,,0,11,Yes,Low,Afternoon,Top-up,Yes,45.5,Cash,Very High,
28,47218,Male,Norwich,8.8,2.3,0.58,0,11,9,7,,2,3,Yes,High,Morning,Weekly shop,No,82.3,Card,Low,"Not the best visit this afternoon doing a few essentials. especiallyTo be fair, click & collect was efficient. I expected more."
75,27482,Other,Norwich,15.6,4.4,0.02,0,4,9,7,10,7,3,No,Low,Evening,Bulk shop,No,76.5,Cash,Very Low,
75,32955,Male,Thetford,13.8,0.8,0.03,0,7,8,4,5,,1,No,High,Morning,Weekly shop,Yes,157.8,Cash,Low,Not the best visit after work doing a quick top-up shop. reallyI couldn’t tell what was actually on deal. I expected more.
43,43966,Male,Fakenham,9.9,1.8,0.53,2,9,6,4,1,0,3,Yes,Medium,Afternoon,Top-up,No,53.2,Card,High,
54,80986,Female,Thetford,14.9,,0.02,2,7,4,12,17,3,5,No,High,Morning,Bulk shop,No,45.6,Card,Low,"Not the best visit this afternoon doing a bigger shop than usual. offers weren’t clearly marked, and pricing on the shelf didn’t match the till. The store felt messy. Could be improved."
30,47468,Male,Wymondham,8.3,1,0.65,1,9,6,8,6,1,2,Yes,Low,Afternoon,Weekly shop,Yes,72.5,Google Pay,Very High,Excellent experience after work doing some bits for dinner. click & collect was efficient. Prices felt reasonable and it was easy to get around. I’d definitely recommend it.
75,38947,Male,Fakenham,7.3,6.6,0.12,1,14,6,7,7,2,6,Yes,High,Evening,Weekly shop,No,62.6,Card,Low,A bit disappointing overall at the weekend doing a quick top-up shop. prettyaccess was awkward today. The layout felt confusing. The substitutions didn’t make sense. Could be improved.
20,136880,Female,akenham,11.5,1.5,0.65,0,5,1,1,1,1,4,No,Low,Afternoon,Top-up,Yes,32.4,Cash,Medium,"It was fine, nothing special this morning doing a few essentials. not great value for money."
25,23500,Male,Norwich,11.2,1.1,0.64,0,4,3,12,1,4,1,Yes,Medium,Morning,Weekly shop,Yes,50,Google Pay,High,"Pretty pleased with how it went this afternoon doing some bits for dinner. Although, I couldn’t tell what was actually on deal. Payment was quick and easy. Staff opened another till quickly and getting in and out was hassle-free. I’d happily shop here again."
53,51829,Male,Wymondham,21.8,2.1,0.23,1,8,3,6,4,1,4,No,High,Afternoon,Weekly shop,Yes,72.1,Card,Very Low,"Honestly, this was a frustrating shop after work doing a few essentials. genuinelythe store felt understaffed. The car park felt cramped. I don’t plan to return soon."
42,12313,Male,Norwich,12.4,1.6,0.41,1,5,2,1,2,4,5,Yes,Low,Afternoon,Top-up,No,69.5,Card,High,"A good experience overall today doing just a couple of items. it felt safe and well organised, and But, fresh food quality was disappointing. Access was straightforward. Would recommend based on today."
75,65293,Female,Thetford,14.3,0.6,0.03,0,5,7,7,2,1,10,No,Medium,Afternoon,Weekly shop,Yes,50.6,Card,Very Low,
41,44269,Male,Dereham,10,2.9,0.32,1,3,7,10,5,,2,Yes,Medium,Afternoon,Weekly shop,Yes,44.9,Cash,High,
75,30739,Female,Norwich,9.6,3.1,0,0,14,4,5,7,2,2,No,High,Evening,Weekly shop,No,56.7,Cash,Low,"Left feeling underwhelmed this afternoon doing a few essentials. genuinelysome items were near expiry, and loyalty pricing was confusing. Not sure I’ll rush back."
33,108366,Male,Wymondham,14.2,2.1,0.57,0,3,2,2,1,0,4,Yes,Medium,Evening,Top-up,Yes,48.2,Card,Medium,"It was fine, nothing special this morning doing a bigger shop than usual. the car park felt cramped. It did the job."
21,14574,Female,Norwich,7.5,,0.33,0,5,12,9,14,11,1,Yes,Low,Afternoon,Bulk shop,No,67.5,Google Pay,Very High,Excellent experience after work doing some bits for dinner. quitebakery items were great. Click & collect was efficient.
34,34076,Female,Dereham,9.1,0.7,0.39,0,8,4,4,1,3,5,No,Medium,Afternoon,Weekly shop,No,61.6,Apple Pay,High,"A good experience overall today doing a quick top-up shop. the store was clean, and the loyalty discounts worked smoothly. The team were really helpful, and good availability across the aisles. Overall, a solid experience."
53,26697,Female,Fakenham,7.1,1.1,0.45,0,3,0,2,1,,3,Yes,Low,Morning,Top-up,No,104.7,Card,Very High,"Top-notch service today today doing a quick top-up shop. the layout was easy to navigate, and the till staff were efficient. The team were really helpful. Keep it up — brilliant service."
30,60749,Female,Wymondham,14.9,0.9,0.36,1,9,3,16,9,6,2,Yes,Medium,Afternoon,Bulk shop,No,59.1,Card,Medium,"Neither great nor terrible on my way home doing a quick top-up shop. parking was easy, and click & collect was efficient. Fine for a quick shop."
58,32449,Female,Fakenham,9.4,0.9,0.34,1,5,6,9,1,6,3,Yes,Low,Morning,Weekly shop,No,101.9,Cash,Very High,"Excellent experience on my way home doing a few essentials. a colleague helped me find what I needed. Checkout was quick, and the store was clean. I’d definitely recommend it."
21,39906,Male,Thetford,14.3,1.4,0.64,1,9,5,9,19,3,1,No,Medium,Morning,Bulk shop,No,72.9,Card,Very Low,Very disappointing experience on my way home doing a full weekly shop. there didn’t seem to be enough staff. I asked for help and felt brushed off. Left feeling quite annoyed.
30,21706,Female,Norwich,9.6,1,0.42,0,9,3,6,6,1,1,No,Medium,Afternoon,Weekly shop,No,46.7,Card,Medium,
26,37339,Female,Dereham,12.2,1.7,0.69,2,22,7,7,7,1,1,No,Medium,Evening,Weekly shop,Yes,73.6,Google Pay,Very Low,
74,62698,Female,Wymondham,19.5,1.4,0,1,8,3,0,1,0,6,No,Medium,Afternoon,Top-up,No,79.3,Card,Low,
38,47095,Male,Dereham,8.8,1.4,0.43,0,9,8,9,1,2,2,Yes,Low,Morning,Weekly shop,Yes,76.8,Apple Pay,High,Pretty pleased with how it went this morning doing just a couple of items. the offers were worthwhile. I found good deals without hunting. Good enough that I’ll come back.
69,19820,Male,Wymondham,9.2,1.3,0,0,4,2,1,1,0,2,Yes,Medium,Afternoon,Top-up,No,60.5,,Medium,"A fairly standard shopping trip at the weekend doing just a couple of items. somewhatqueues moved fast, and aisles were cluttered. No major complaints, but nothing stood out either."
28,18059,Female,Dereham,11.8,1.5,0.69,2,9,13,15,6,9,2,Yes,Low,Evening,Bulk shop,No,71.1,Unknown,High,"A good experience overall after work doing a full weekly shop. good availability across the aisles, and getting in and out was hassle-free."
54,14296,Female,Fakenham,10,1,0.47,0,11,6,2,5,1,5,Yes,Medium,Morning,Weekly shop,No,44.1,Card,Very High,"Excellent experience today doing a quick top-up shop. reallythe layout was easy to navigate. That said, it didn’t feel very clean, and collection was quick and well organised. Self-checkout was smooth. This is why I keep coming back."
39,29317,Female,Fakenham,6.4,2,0.64,2,11,6,12,12,9,1,Yes,Medium,Evening,Bulk shop,No,50.8,Card,Medium,
71,31068,Male,Wymondham,14.4,2.8,0.25,1,6,7,12,5,13,4,No,Medium,Afternoon,Bulk shop,No,48.3,Cash,Medium,A fairly standard shopping trip this morning doing a quick top-up shop. overallthe entrance and exits felt well managed. Good value for money.
24,62404,Male,Thetford,8.4,1.5,0.8,0,11,6,11,2,2,2,Yes,Low,Morning,Weekly shop,Yes,67.1,Card,High,"A good experience overall on my way home doing a few essentials. quitehelp was available when I needed it. My order was ready on time. Overall, a solid experience."
37,51387,Female,Norwich,19,1.8,0.51,0,4,3,1,2,1,2,No,Medium,Afternoon,Top-up,No,92.5,Google Pay,Very Low,"Really unhappy with this visit at the weekend doing some bits for dinner. especiallyStill, getting in and out was hassle-free. It needs serious improvement."
75,21661,Female,Thetford,11.2,6,0,0,3,2,0,1,1,5,No,High,Evening,Top-up,Yes,52.8,Card,Very Low,Really unhappy with this visit on my way home doing some bits for dinner. reallyaisles were awkward to navigate. Left feeling quite annoyed.
68,16907,Male,Dereham,7,,0.29,0,5,5,12,2,,3,Yes,Low,Evening,Weekly shop,No,55.9,Card,Very High,Superb visit — very happy on my way home doing a few essentials. veryqueues moved fast and help was available when I needed it. Click & collect was efficient. This is why I keep coming back.
23,52542,Female,Wymondham,14.1,,0.41,1,9,16,5,8,6,2,No,Medium,Afternoon,Bulk shop,No,84,Cash,Low,A bit disappointing overall after work doing a quick top-up shop. especiallythere were spillages that hadn’t been dealt with. I had to wait for an approval at self-checkout. Hope it’s better next time.
